,user_id,post_text,post_time,likes,comments,comment_id,commenter_id,comment_text,comment_time,length_post,length_comment,background_info,wakeup_state
647,100037630216982,"Had a dream where a male colleague, decorated my home with a blue vintage tops on the wall, which I wanted to wear but he wanted it to be decorated on the wall,with stone pebbles he creatively decorated and hanged it on the wall,and other stuffs aswell.Made a play thing on the ground for me to play.I stepped outside my home and admired how it looked from the garden,the view of my verandah was beautifully decorated. There was some green leaves planted on pot, placed in the garden,and a little far away from the garden ,was a wet ground,with some puddle,as though it rained and drenched the ground.",2022-04-30 10:27:20,0,1,1410864459435208,1317912160,Male colleague probably references you but in a professional capacity. Clothing symbolizes how you want to present to others. Vintage and blue might be relating to you are calm with years experience or vintage could be your achievements are from quite a few years ago. Blue can also be related to throat chakra and communication skills. Walls can be about separation or what keeps others from getting close to you. Stone pebbles can represent strength. Creatively decorated can reference your skills so maybe you have a strength there. A thing for you to play in might be you are enjoying a playful attitude or having time for play/ enjoyment. Greenery in a pot might have to do with your emotional growth in the presence of wet ground/puddle which could be symbolizing there had been rain which often can signify a sadness in dreams. Overall sounds like a positive dream in which you see a lot of beauty in your life.,2022-05-01 14:52:15,130,170,,
137,100012737564706,"I visit the town and I walk along the street with someone Idk (but do in this dream). I realise something is wrong and that all of the shops now have weird names. Still their names but either with a night/dream pun or some night/dream logo. The person idk (Let’s call him P, I guess) sat on a bench and I ask them wth is going on, they confirm it was my town but that it’s called Whoville now. Very confused, we walk into this shop. The manager is walking around shouting ‘Make sure […] don’t fall asleep in my shop!’. Some guy looks drunk and as if he’s going to fall asleep. P helps him out of the shop and he’s grateful. Soon after, the shops begin to close and the place looks dark and gloomy. All the shops looked as if they were abandoned. Broken windows, lights, and cafés had food laying around. People walking around went into different shops. A group of women were in this café next to me and began eating. Quickly, they all collapsed. P complains that this is just like ‘so and so shop’ and that people just shouldn’t take the risk anymore! I quickly realised that they were all dead. (For some reason) I and P break the windows of a real estate shop and see this very old, short man with black hair and small glasses. He wore old fashioned but fancy clothes. We talk to him for a bit, ask him questions etc. Turns out that you can either leave your shop in view or hide it. If you leave it in view you can leave a light on to let people know […]. He said that it was stupid and he would never do that. He continues to talk and I look over to see candles lit at a window. I quickly blew them out so that he wouldn’t notice. They came back. I repeated this until I ran to a lever that hid the shop. All of the windows were now gone, replaced by wood. The man ran out back and we followed. (Idk what happened next) ((THIS IS THE PART I REMEMBER DREAMING ABOUT BEFORE)) He gives in and starts talking about the town and his childhood. Under this shop, there was a huge cavern. As a kid, he and some townsfolk went down there (for some reason). All of a sudden, he found this girl around his age. She wore a gorgeous blue dress and bonnet with white trim. They talked and talked and they had a great time. The town and he all had to escape the cavern and he begged the girl to come. He dragged her up all the scaffolding with the town. Just as they reached the door back into the shop, part of the scaffolding was gone. The town (already on the other side) tried to help but there wasn’t much they could do. He held onto her and she begged him to leave her here and he jumped successfully to the door. He said ‘We made it!’. But then the girl, still in his arms, said that she wasn’t finished here yet and like a snake slithered out of his arms and fell back into the cavern. The man said that he had stayed there for years hoping to finally be able to save that girl. I and P both nodded toward each other and we went out the back door and began our climb down into the cavern, the man not far behind us. With our flashlights, we looked around for ages. Eventually, we found the girl who wore the same blue dress. The man was ecstatic and began to talk to her. All was well until all of a sudden she began to transform into this huge snake-like creature (with small legs and she was still wearing the dress). (I don’t remember why but) She began to attack us. Quickly, we ran back up the scaffolding and into the shop. She slithered her way up and partially through the door.",2022-05-02 10:45:22,,2,1417354978786156,726774658,"I looked at the first part of your dream and here is what I see: Shops are essentially symbols for people. When we come to earth we do so to pursue our purpose, develop and embody our gifts which we offer to each other hence the shop reference. The manager usually refers to brain, so the brain is preoccupied with keeping the body alive (ie not falling asleep which effectively means to die in dream language) P (this is probably your teaching guide) in the dream helps someone out of the shop - meaning helping someone cross over back to the spirit world. This is very important spiritual assistance and I believe the dream is telling you you can do this also. People (souls) then go to another shop, meaning another incarnation. When the shop closes (meaning the consciousness leaves the body), place looks dark and gloomy. Reference to food/death (reminded me of artist Lyubov Panchenko death in Ukraine). The second part whereby you have a choice to leave your shop in view or hide it, looks like a choice to offer your consciousness, light to others as a support when crossing over - like a 'ferry men'. You can do that during nightime sleep (with conscious commitment before going to bed). But it seem there is warning that this entails travelling to places where death is present (war zones, nursing homes, hospice etc) which could have certain impact on a being. Hiding the shop, replacing the windows with wood would be shielding away from this (protection boundaries). Window usually refers to clairvoyance /third eye, so that would be shut. It s a deep dream and I suggest you ponder on the messages it s giving you especially since you had a similar dream before.",2022-05-07 00:00:00,834,349,I’ve had this dream before. It probably isn’t exactly the same but it’s still the same dream.,
140,100014287803872,"An old coworker came back to town to visit and visited our workplace. My coworkers and old coworker teased me. My old boss was there too but after she had initially smiled at me, she seemed to ignore me mostly afterwards. I asked to leave to run an errand. As I was driving through town I was watching a hawk. As I came around the bend, I thought I saw three more hawks but as one of them came around the tree line, I seen it wasn't a hawk but in fact a massive black bird with a body like the American bald eagle but tail feathers large and shiny like a peacock and a massive wing span as it landed in front of me. It was all black but kinda reminded me of a Phoenix or peacock the size of a bald eagle if not bigger. But it wasn't a peacock or an eagle or any bird I think even exists.",2022-05-06 19:47:56,0,2,1417016378820016,100000483321983,"Was this a real life old coworker? What was your relationship with them? There at the same time as your old boss? Your old boss's actions strike me as significant. You as the bird are shining and unique. Did you feel inhibited or taken for granted, your good work unnoticed, when your old coworker or boss were there in real life?",2022-05-06 00:00:00,180,70,,
145,100061087834672,"Had a dream last night that I took my dad to a hospital for a checkup on his heart, nurse there asked me if I wanted to take a pregnancy test just for fun. I was pregnant. Came back to same hospital for my first appt and dr told me it was an ineffective pregnancy, baby was outside of my uterus and I would pass the baby shortly. I cried so hard, my in-laws picked me up and drove me to the lake side to find peace and calm in my grieving moment.",2022-05-07 05:04:01,0,1,1416969472158040,780839497,"I actually would look at it in terms of career maybe, with father representing the provider physically (mother provider in the emotional space). So I could see the father with a heart problem suggesting your heart isn’t in your work anymore, the pregnancy in that context could be a failed job opportunity. The need to be calm and at peace emotionally (lake as emotions) in order to prepare to try again. That’s assuming your father is right, he has other associations too so I'm gambling on being right, and I'm not a good gambler lol.",2022-05-06 00:00:00,109,107,,
657,100036300413975,"It started out as me figuring out that my “best friend” in the dream was talking to my boyfriend of almost three years. I’m always either super angry or crying hysterically, this time I was crying hysterically. So when they decided to meet up I went outside and sat in his car with him just to never get answers. (In any dream he cheats I never get answers or it’s always my fault) so after I get no answers and leave, someone’s driving to my house and I’m crying really bad and I look in the back seat to like the “dream best friend” and I ask her how could she do this knowing me and him been together for three years! And I started smacking tf out of her. We get to my house and my brother falls for her the same brother that said me dating someone older is bad for the family (and he has a controlling gf) and there he is trying to get with someone younger that has the same age gap. Then I starting screaming and popping off to my brother saying like tf how is he gonna be so hypocritical! And one part of the dream I remember is calling my boyfriends phone and a girl picks up and I tell her she better find my boyfriend before I drive up to his town my self and she found him and he headed to my house ig to talk but he never tells me why he did it in my dreams unless it’s blaming me. The rest of the dream was me following my boyfriend around to get answers because he’s always running, or always finding a way out of it.",2022-04-30 13:47:14,0,1,1410654206122900,100010653487683,"To me this sounds like a fear of loss or betrayal. Since it deals with several people I’d say you might be feeling disconnected from your loved ones, which could contribute to fears of being blindsided or betrayed. Maybe communication isn’t as open or frequent as you desire, or on the flip side this can happen from the opposite. When things are going really well we tend to think “ok, where’s the catch? What could threaten this good thing I’ve got going?”.",2022-05-01 14:52:26,331,219,,
659,780839497,"I am in an underground activity, like an escape room but on a larger scale, like a labyrinth. There are lots of people walking around trying to find the way out, but getting nowhere. One of them is an old dancing partner when I was taking ballroom dancing lessons. I get the impression of a long time searching for the proper path. The focus of the dream is when I come to an old temple, Ancient Greek-ish with a large granite statue, specifically granite with a rustic pinkish hue. Looking up into the temple roof I realise no one is up there and it dawns on me that the path is likely up there as no one down here has found the way, so I head up there. The dream then goes to an out of body view of the path. There is an above ground bridge like structure, and the way corkscrews as a tunnel around it. Because its a tunnel everyone assumes its underground, but it isn't, its not logical. That's the trick.",2022-04-29 07:12:08,,10,1409602089561445,100009042510759,This dream represents your life. You and others are in this labyrinth which represents a safe place but also a trap sort of. If you want to play it safe in life you are stuck in the labyrinth. You are searching for a way out and the temple you realize is the way out. The knowledge from the past gives you the opportunity to learn more about your path forward in life. You see beyond the labyrinth. That it's really an illusion. The true path is finding a way to be above it all. To not stay down in the labyrinth. To take the higher road is the answer.,2022-05-01 14:52:29,196,120,,
666,780839497,"I am in an underground activity, like an escape room but on a larger scale, like a labyrinth. There are lots of people walking around trying to find the way out, but getting nowhere. One of them is an old dancing partner when I was taking ballroom dancing lessons. I get the impression of a long time searching for the proper path. The focus of the dream is when I come to an old temple, Ancient Greek-ish with a large granite statue, specifically granite with a rustic pinkish hue. Looking up into the temple roof I realise no one is up there and it dawns on me that the path is likely up there as no one down here has found the way, so I head up there. The dream then goes to an out of body view of the path. There is an above ground bridge like structure, and the way corkscrews as a tunnel around it. Because its a tunnel everyone assumes its underground, but it isn't, its not logical. That's the trick.",2022-04-29 07:12:08,,10,1409822869539367,554421340,"The subconscious here in the subterranean can mean both the shadow or unexplored self, which turns into impulse if we are not aware of it, and also the subsistence level mindset or even a survivalist mindset, where we react to life instead of choosing things in life. This happens if we have a bunch of unresolved issues or trauma that bogs us down, and we find ourselves defensive or triggered often by daily occurances, we cannot respond to these with openness or full responsiveness, because we have shut ourselves down due to the fight, flight or freeze reaction. (I more and more think that the key to unconscious/ consciousness exploration is linked with the parasympathetic nervous system response. And that neuroscience is finding out what religion has said for a long time - that love is consciousness, the higher path, awareness.... it is only when we feel the safety of being loved that we can actually open our awareness with our higher faculties). And so many are stuck in this trap. Or puzzle or maze like an escape room. It is like a trap, because interestingly, we cannot truly figure out this unconscious reactivity this defensive triggered survival mode while we are actually in it. Neuroscience is saying this too. That you feel safe again first. THEN look at understanding the trigger. But first, get out of the hole you are in, to see from a wider perspective. Often, we get trapped in the survivalist mode because we try to figure it out from within that survivalist mode. For example, someone who feels triggered by another’s behavior might then identify that behavior as the cause of the trigger. But this doesn't actually go very far in understanding, overcoming, or resolution. It merely cements the knowledge that the world is unsafe and that we have to have our defenses up instead of trying to find common ground. The tunnels I think are a metaphor similar to the ""trances"" they often talk about in the new age (and sometimes psychology). The auto pilot mode, that is living unconsciously, without conscious awareness and choice making. ""Tunnel vision"" is seeing only the narrowest path in front of you and no way out. This can be like depression ""a long dark tunnel"". Tunneling into something also in a more positive way can be about obsessive focus on figuring out the originating path of some particular behavioral pattern. Sometimes I think we do have to delve deeply into an obsessive thought on a specific topic in order to understand that pattern in our life. But, as in your dream, the idea is to recall you are not just in a negative obsessive circular thought pattern. But that instead you are ""tunneling"" up and out, in order to find the secret way to unlock this particular unconscious behavioral pattern, to crack the code, to be able to stop unconsciously repeating it.",2022-05-01 14:52:31,196,558,,
667,780839497,"I am in an underground activity, like an escape room but on a larger scale, like a labyrinth. There are lots of people walking around trying to find the way out, but getting nowhere. One of them is an old dancing partner when I was taking ballroom dancing lessons. I get the impression of a long time searching for the proper path. The focus of the dream is when I come to an old temple, Ancient Greek-ish with a large granite statue, specifically granite with a rustic pinkish hue. Looking up into the temple roof I realise no one is up there and it dawns on me that the path is likely up there as no one down here has found the way, so I head up there. The dream then goes to an out of body view of the path. There is an above ground bridge like structure, and the way corkscrews as a tunnel around it. Because its a tunnel everyone assumes its underground, but it isn't, its not logical. That's the trick.",2022-04-29 07:12:08,,10,1409828082872179,554421340,"Oh. And how you are there with many other people trapped in this underground, and one is former dance partner. Dance here can also be synonymous with that ""trance"" metaphor. Here, the struggle to find meaning of the unconscious while staying submerged in the unconscious. ""I was never good at that dance anyway, I gave it up when I had a family"". The defensive survivalist mode was never appealing for you to be stuck in, and having a family moved you further out of that. Which makes sense to me. To consciously choose to have a family, it requires a huge amount of hope and faith and optimism. And a longer view. And a broader understanding of the self, knowing that the lower self for example immediate needs is not the whole self, which allows one to have more patience and delayed gratification, more giving. Because you can think of not just the immediate self, but also the past and future selves, a very expansive view of self that takes us out of immediate reactivity and makes us look at a wider overview. Also though, the larger view of self and how that links with starting a family is the selfless love of having a family. That our well-being is now so palpably connected to ensuring the well-being of our family. It is a reminder we are not just alone, selfishness is very very narrow of a view. People are quite interconnected, whether we can see that overview or not.",2022-05-01 14:52:32,196,281,,
668,780839497,"I am in an underground activity, like an escape room but on a larger scale, like a labyrinth. There are lots of people walking around trying to find the way out, but getting nowhere. One of them is an old dancing partner when I was taking ballroom dancing lessons. I get the impression of a long time searching for the proper path. The focus of the dream is when I come to an old temple, Ancient Greek-ish with a large granite statue, specifically granite with a rustic pinkish hue. Looking up into the temple roof I realise no one is up there and it dawns on me that the path is likely up there as no one down here has found the way, so I head up there. The dream then goes to an out of body view of the path. There is an above ground bridge like structure, and the way corkscrews as a tunnel around it. Because its a tunnel everyone assumes its underground, but it isn't, its not logical. That's the trick.",2022-04-29 07:12:08,,10,1409832806205040,554421340,"Greek temple and statue could be Agape love. Pink is often a sign of love. And the unnamed god is ""openhanded"". Agape love, universal love, what is termed also ""christian charity"", selfless love, a larger view of self, caring for others, ""Gods love”. I think neuroscience (for example Stephen Porges polyvagal theory) is just telling us now what ancient religion and philosophy has also said. Agape love is the answer to consciousness. Giving it and receiving it opens the pathways. Pathways here also are figurative, as in changing behavioral patterns in life through increasing overview and wider awareness. But also literal - opening and strengthening new pathways in the brain to form connections that used to be dead ends or circular thought patterns before. Agape love, which I think is necessary in consciously starting a family, is linked with hope, faith, optimism, and it is definitely the guiding philosophical principle which can improve life for oneself and others.",2022-05-01 14:52:32,196,192,,
1178,100000177439551,"My late husband just screaming bad names at me and is very upset. There is not any violence just a screaming match and I just stand there and take it. In another one, we were out at a park and he was there with someone else and I told him he needed to choose and he chose the other person. Which then led to me screaming at him. One of the things I said was she is only 24! How could you? Then I told him I was going to take everything and I meant everything and then he was like just leave me now. I have had multiple dreams of him having other partners but none ended with him telling me to go.",2022-04-25 02:15:56,1,3,1405722086616112,1487544246,"Maybe it is symbolic. In your dream he is moving on and telling you to let him go. Maybe it is your subconscious ""screaming"" at you to let him go and move on with your life. I know when a loved one passes it sometimes feels like you're not supposed to feel happy anymore because they are gone and moving on with your life would feel like a disrespect to their memory. I felt like that when my dad passed so I can imagine that feeling would be even stronger with a spouse. Maybe your dreams are about your inner conflict where you are torn between grieving him and wanting to stop grieving but feeling like you are supposed to grieve forever. Also, if you believe that loved ones can visit you in your dreams from the other side, it could be taken as a message from him that he wants you to move on and be happy without him. If you had passed instead of him, would you want him to be miserable and miss you for the rest of his life or would you be screaming at him from the other side to find happiness and live for the both of you? Just a thought. The other woman he left you for in your dream could just symbolize him leaving you in this world to be in the next. Even though it wasn't his choice to leave you in reality, that doesn't mean you don't hold anger inside at losing him, whether that anger is at him, or God, or the universe, pain often presents itself in the form of anger. It isn't fair that you lost him, and you feel wronged. Anger is a stage of grief. If you haven't processed your grief fully in your waking life, it will come out in weird ways in your subconscious. I have bizarre dreams of my dad all the time too.",2022-04-24 15:02:08,247,355,"I have had multiple dreams of my late husband. They are not feel good dreams and I remember pieces of them. We had (I think) a stable relationship and we were together for a total of 28 years before he passed away. For the last year of his life I did anything and everything for him, as he was very sick with cancer. These also put me in a funk for a few days after too and makes me grieve for him harder.",
670,780839497,"I am in an underground activity, like an escape room but on a larger scale, like a labyrinth. There are lots of people walking around trying to find the way out, but getting nowhere. One of them is an old dancing partner when I was taking ballroom dancing lessons. I get the impression of a long time searching for the proper path. The focus of the dream is when I come to an old temple, Ancient Greek-ish with a large granite statue, specifically granite with a rustic pinkish hue. Looking up into the temple roof I realise no one is up there and it dawns on me that the path is likely up there as no one down here has found the way, so I head up there. The dream then goes to an out of body view of the path. There is an above ground bridge like structure, and the way corkscrews as a tunnel around it. Because its a tunnel everyone assumes its underground, but it isn't, its not logical. That's the trick.",2022-04-29 07:12:08,,10,1410002712854716,1234773332,"I see the first part as a chosen challenge in your life. It reminds me very much of Discord where there was so many different levels and areas that people could explore, learn and work their way through. If they could, I got lost in it. The ballroom dancing lessons are interesting because it doesn’t go with the rest of the dream. Therefore I linked it up with another room within the escape room structure. This room is filled with a ball or balls, another room and maybe the main room in your dream to challenge you. This could be you wanting to face some goals to allow you to become more connected with yourself. To dance with someone you need to be in tune with them, so this could be looking at the connection you have with yourself. The connection is also needed in working out and understanding each room, each of different levels of thinking, to move you forward to where you want to be or do. The temple is the focus of the dream, so to me this is showing where your energy and excitement is at the foremost part of your thinking. This is an old temple though and this makes me think you are using your experiences along previous passage ways to allow you to visit a new challenge which you haven’t invested any energy before. The last part makes me think you are the creator of all of this and focusing on your own abilities.",2022-05-01 14:52:33,196,277,,
671,780839497,"I am in an underground activity, like an escape room but on a larger scale, like a labyrinth. There are lots of people walking around trying to find the way out, but getting nowhere. One of them is an old dancing partner when I was taking ballroom dancing lessons. I get the impression of a long time searching for the proper path. The focus of the dream is when I come to an old temple, Ancient Greek-ish with a large granite statue, specifically granite with a rustic pinkish hue. Looking up into the temple roof I realise no one is up there and it dawns on me that the path is likely up there as no one down here has found the way, so I head up there. The dream then goes to an out of body view of the path. There is an above ground bridge like structure, and the way corkscrews as a tunnel around it. Because its a tunnel everyone assumes its underground, but it isn't, its not logical. That's the trick.",2022-04-29 07:12:08,,10,1410015039520150,560345596,"I wonder if this dream is about you and you life partner. There is some period of darkness that you are moving out of together. You are looking for the path that leads to something solid and long lasting. Like an ideal of love. The temple I feel is the relationship and that you need to climb higher, take an overview and see that there is a way to cross over from the place you have been to the place you want to get to. I feel the end of the dream is showing there is a lesson. What you thought was in darkness a place to escape from, was actually part of the journey and the way, life has twists and turns, and that's the trick, there is no logic.",2022-05-01 14:52:34,196,144,,
672,100003953092778,"I remember my brother (he has stolen from me and everyone in the past) but he was in my room with the light off and I caught him and we were arguing and he said he was going to tell my boyfriend I was cheating on him, then I can remember my ex at my door with my younger brother. Well in the doorway my other brother (the one in my room) tried to choke me and I pushed him he fell off my porch but then completely changed from my dark head brother to some unknown blonde guy. His neck was broken and he was dead. I was screaming it was an accident, I was hysterically crying.",2022-04-29 23:15:53,0,2,1410044662850521,100064741065497,"Unresolved issues with your brother are probably contributing. Your mind may have been trying to tell you that you need to cut him out of your life, or let it go. The reason he may have changed to a different person in the end could be that you don't really want to hurt your brother at all, just the part of him that is doing bad and irresponsible things. That person could represent someone who has influenced or encouraged his negative behaviors in the past. I'm so sorry you had such a horrible dream. It's scary when your subconscious shows you images you would never actually do in real life, but remember our dreams typically are not literal. It's all imagery and symbolism interpreted from memories and experiences in our past. I hope your dreams are better from now on.",2022-05-01 14:52:41,173,156,,"Okay so I only remember bits and pieces… but why would I dream I accidentally killed someone??? Thank God I woke up fast from that horrible dream, but what the hell????"
1179,100000177439551,"My late husband just screaming bad names at me and is very upset. There is not any violence just a screaming match and I just stand there and take it. In another one, we were out at a park and he was there with someone else and I told him he needed to choose and he chose the other person. Which then led to me screaming at him. One of the things I said was she is only 24! How could you? Then I told him I was going to take everything and I meant everything and then he was like just leave me now. I have had multiple dreams of him having other partners but none ended with him telling me to go.",2022-04-25 02:15:56,1,3,1405866059935048,698883807,"The traumas that have pierced us deeply, show up in our dreams as ""disturbances"". You say you had a stable relationship and that he was sick during the last year when you gave all of yourself to him. This experience may hold some shadows of self blame, a feeling of not having done enough as is common for many people who take care of their spouses or other relations through a terminal illness. The caretakers question themselves and engage in self-criticism and self judgment. The age 24 may be implying a few things. It could be that his health started declining 4 years before he passed, it could be implying a significant experience you had at the age of 24. You have a sense of losing precious time together, there may be a fear of loneliness. Him leaving you behind is being perceived by some part of your Heart as his betrayal, but you're assuming you share the ""blame"" even as a victim of his betrayal, even in spite of all you did to help. I see these as the dreams of a Heart on the mend. Life, Death, we don't perceive much beyond the limits of our 5 senses, it doesn't mean nothing exists beyond Life and Death. He will reach through with increasing clarity as you continue moving upwards, on this spiral of individual growth across time we Humans have the privilege of experiencing as Life on Earth. You sound like an extremely devoted, loyal, committed, and sincere partner, someone who stands with her companion and doesn't let go when they're drowning. Some part of our Heart hopes and prays that our input would yield results that would at least partly be based on our deepest desires (you'd have wanted the both of you to stay together forever). You did everything you could, perhaps some part of you wonders if he did all he could.",2022-04-24 15:02:08,247,382,"I have had multiple dreams of my late husband. They are not feel good dreams and I remember pieces of them. We had (I think) a stable relationship and we were together for a total of 28 years before he passed away. For the last year of his life I did anything and everything for him, as he was very sick with cancer. These also put me in a funk for a few days after too and makes me grieve for him harder.",
1180,100066906024250,"In lastnight’s dream, I was in a school bus and the bus kept wanting to tip over, and once it did the windows smashed and I got glass shards all stuck in my face. Another one was of a ship sinking that I was on, but it usually capsizes or starts tipping over first. The stage where said vehicle/area/building begins tipping and swaying usually lasts a long time before it finally collapses.",2022-04-24 13:38:32,0,3,1405200656668255,100009042510759,Being on a tall building and getting dizzy is maybe trying to do too much. Getting too far off the ground. You may need to not try to overdo things. The bus tipping over is some kind of lessons not turning out. The same thing with the ship sinking. Symbolizes your lessons or your goals not working out. With the skyscraper in the beginning is you are trying to accomplish too much. Too high with the dizziness. I feel this dream is saying to take smaller steps in accomplishing your goals with the nightmares. I feel there are steps to your healing this.,2022-04-24 15:02:11,150,113,"An ongoing theme I’ve been noticing lately in my nightmares: vertigo.  As in, if I’m standing in a tall building, the building starts swaying back and forth and feels like it’s gonna collapse. And I become really dizzy/disoriented/afraid. ",
675,100003953092778,"I remember my brother (he has stolen from me and everyone in the past) but he was in my room with the light off and I caught him and we were arguing and he said he was going to tell my boyfriend I was cheating on him, then I can remember my ex at my door with my younger brother. Well in the doorway my other brother (the one in my room) tried to choke me and I pushed him he fell off my porch but then completely changed from my dark head brother to some unknown blonde guy. His neck was broken and he was dead. I was screaming it was an accident, I was hysterically crying.",2022-04-29 23:15:53,0,2,1410229302832057,505828480,"The dream has nothing to do with your actual brother. Dreams with dying siblings are actually quite common. They symbolize you moving on from something in life. You probably feel suppressed or ""strangled"" by something and your subconscious is trying to show you how something new will come if you eliminate that aspect of your life.",2022-05-01 14:52:42,173,62,,"Okay so I only remember bits and pieces… but why would I dream I accidentally killed someone??? Thank God I woke up fast from that horrible dream, but what the hell????"
676,100000232635256,"I wasn’t myself in this dream, I was a small, translucent, slime ball lol. I was super bouncy and could just bounce all over the place. The scene of the dream was like a video game level, I was contained in a giant cube-like area, and it was full of beautiful bright colors like purple, magenta, teal, and white. Super happy looking. There were tall platforms for me to jump onto and certain areas had little trampolines which would make me jump even higher. In this it was exactly like a video game, I was trying to hop away from the enemy chasing me, I was having so much fun even though I was a bit scared to get caught! In order to stay ahead, I had to try to jump on the trampolines only so I could jump faster and higher each time. At one point I accidentally landed on flat tile (looked like bathroom tile, it was shiny and cold and I still remember how it felt landing on it) and I sort of just splatted on it and didn’t bounce. I had to shimmy my way back to the trampolines to bounce again, I was super close to getting caught by the enemy, but still got away!",2022-04-30 18:08:46,0,1,1410708919450762,1234773332,What a wonderful dream. My first thought is your dream could be looking at you building on your resilience. You could have taken on another role in your life which have given you some challenges which you are loving. This could be building on your own strength and confidence which in turn is allowing you to be in a good place within your life.,2022-05-01 14:52:47,261,71,,it was sure fun
1181,100066906024250,"In lastnight’s dream, I was in a school bus and the bus kept wanting to tip over, and once it did the windows smashed and I got glass shards all stuck in my face. Another one was of a ship sinking that I was on, but it usually capsizes or starts tipping over first. The stage where said vehicle/area/building begins tipping and swaying usually lasts a long time before it finally collapses.",2022-04-24 13:38:32,0,3,1405378043317183,1317912160,I wonder also if it has to do with finding balance in your life. You feel off balance if you are tipping over. Spinning can be more about doing too much/going too fast and/or not making progress (spinning wheels).,2022-04-24 15:02:12,150,44,"An ongoing theme I’ve been noticing lately in my nightmares: vertigo.  As in, if I’m standing in a tall building, the building starts swaying back and forth and feels like it’s gonna collapse. And I become really dizzy/disoriented/afraid. ",
1183,100013956078815,"Last night I dreamed about a tornado. A massive grey tornado heading straight for my town. I was scared but also excited because I’d never seen one in real life. I was watching from a window in a tall building, as I tried to look closer I realized I had walked onto a ledge outside the glass. I quickly returned inside. The scene switched to a different room. I found two snakes on the floor. One was a boa, the other a python. Both looked in very poor health, one badly burned and the other with skin peeling off. I felt badly for them and wasn’t sure what to do.",2022-04-24 20:52:08,0,1,1405535403301447,100001037053553,"My guess is the dream relates to some unmanageability or anxiety you are experiencing in your life. Perhaps related to an ""aspiration"" of yours. Whether that be relationship or job related or something else. Its something you are striving for that has potential to fail. But you are clearly in control of it either way. Both of those snakes are constrictors. So one possibility is they represent same issue or peripheral ones that made you feel the ""squeeze"" in life but turned out to be harmless.",2022-04-24 15:02:14,134,99,,
1184,1571144892,"I dreamt that a couple committed suicide. They both jumped from a building. But the building was odd. It was a building that was under construction and the whole face of the building was missing. Just imagine looking at a doll house where you could see every floor and every room. That’s the way the building looked. But there was a long black screen draping the front of the building. The police were there, trying to talk the couple out of jumping. They were unsuccessful. The woman pushed the screen and jumped, and the man jumped right after her.",2022-04-24 01:34:32,,1,1405461336642187,100012580902500,Death often symbolizes a change or transformation. So these people could symbolize aspects of yourself that are changing. There might be a part of yourself that your changing or putting an end to. The police could symbolize the part of you that is trying to stop it from happening and keep those aspects alive. The dream is showing that this part of you was unsuccessful. It's possible that the two people are symbolic of someone else you know who is changing out putting and end to an old aspect of themselves. And the police - the side of yourself that's trying to stop it. A house often represents the self. Your self is under construction - being worked on. And you can see into every part of the self because it's missing a wall. So you're perhaps being transparent? But yet there is this black screen covering the face of the building. So maybe you are trying to conceal the fact that you are under construction or working on yourself. So maybe the transparent thing is wrong.,2022-04-24 15:02:17,144,195,,"I had the weirdest dream, and I remember it vividly."
1185,100003322279733,"Had this dream where I was at the car wash. So I could get my car washed. There was a car in front of mine. The whole thing exploded before my eyes. I pulled up and the attendent said he did not belong. He had me pop my hood, hosed the engine then had me go through. He said I'm fine and I went through. When I came out I was on a bicycle and a Ghostbuster. My first job was recruit people and bust a cave witch, her husband who is a Djinn and their children.",2022-04-24 14:55:32,0,1,1405471399974514,560345596,"Hi, I have a few suggestions. My thoughts are that the dream is about the way you are progressing with your life. You know you need to clean things up. Perhaps you have some concerns that you are headed towards a risky or volatile future in some way. And this is a future to which you know you don’t belong. The engine I feel is about your inner self and your own personal source of power. What is if that makes ""your motor run""? What is if that gets you going in life, that gives you drive and motivation? Have lost your motivation for life? Do you need a tune up, because your dream suggests you need to clean this up too! Water can of course represent emotions and healing. Washing is a symbol of cleansing. The attendant is a part of you, the part that needs to pay attention and ""attend"" to these inner parts so you move forward with power. When you ""clean up"" this attendant part knows you will be fine. The bike suggests that you need to become more independent and to focus on your own very personal journey in life. There maybe some ghosts from your past that also need busting in order for you to do this. I feel the job you must do is to get some help and support. Who can you recruit or employ, to help you bust these ghosts? Perhaps a therapist or counselor? The cave is an ancient symbol for the inner dark caverns of our own self. The place where our shadow self hides. All the parts that we reject and repress, all the parts of our own selves that cause us trouble. Parts that have been hurt, insecurities, shame, anger etc. The witch and her husband suggest a sense of ""evil"" or badness you perhaps feel inhabits your own darkness. There is a clear family unit here too so there could be some links to you'd own family or upbringing. In my opinion this is a powerful dream that calls you to do some personal work and healing. I wish you courage in your efforts.",2022-04-24 15:02:20,109,403,,
