,user_id,post_text,post_time,likes,comments,comment_id,commenter_id,comment_text,comment_time,length_post,length_comment,background_info,wakeup_state
982,1215162949,"After walking up a long set of stairs, I reached a road and a bird came down and attacked a small snake hiding in some short grass. At first it looked like the bird had the snake, but the snake twisted out and got free. The bird attacked again, and this time the snake bit the bird as they were struggling. The bird dropped the snake, and the snake bit me, before the bird grabbed it again. I was initially worried, as I've encountered snakes a lot in my last job, but then realised it was probably too small to hurt me. I didn't recognise the species of bird or snake, but the snake wasnt big (30-40cm).",05-05-2021 20:16,1,3,805731000000000,1404120035,"A bird wrestling a snake is an archetypal image. A wing-thing contending with a dirt-thing evokes the cosmic battle between good and evil. It’s represented on the Mexican flag, for example. What was the feeling tone of the dream?",28-05-2021 11:35,160,46,,
984,1215162949,"After walking up a long set of stairs, I reached a road and a bird came down and attacked a small snake hiding in some short grass. At first it looked like the bird had the snake, but the snake twisted out and got free. The bird attacked again, and this time the snake bit the bird as they were struggling. The bird dropped the snake, and the snake bit me, before the bird grabbed it again. I was initially worried, as I've encountered snakes a lot in my last job, but then realised it was probably too small to hurt me. I didn't recognise the species of bird or snake, but the snake wasnt big (30-40cm).",05-05-2021 20:16,1,3,807444000000000,100001000000000,"The stairs allow you to move from one level to another level, in this case it might mean ascending to a spiritual level since you arrive at the road on top of the stairs. The road takes you on a pathway to a new place however it’s the journey that is highlighted here. Your dream and your comments reveal 2 figures who have some understanding about snakes. You have said that “I’ve encountered snakes in my last job”. As well the bird in her job also encounters snakes in her job. The bird knows her job with snakes well. She doesn’t muck around she attacks the seemingly small snake 3 times. Let’s look. Firstly she reveals the snake “hiding in the grass” the bird takes no chances she will either eat the snake or act protectively since she knows the snake is a threat to her family. You on the other hand look at the snake and because of its small size deem it harmless. Note the difference between you and the bird. The next thing we notice is what happens in the pursuing 3 attacks. On the first attack the birds keen eye for danger reveals the hiding place of the snake “the short grass” which is beside the road you use to take this new journey. The short grass suggests it’s drought resistant quality however not quite enough coverage to escape the keen eyesight of the bird who is always on guard. The bird is teaching you what to look for and how to behave on your journey since the small size does not cause her to see the snake as harmless. The bird attacks the first time but the snake by changing its shape manages to find a way out of the birds beak. The snakes is adaptable firstly hiding in short grass then when cornered simply twisting itself or changes its shape to release itself. The second attack is different, the bird and the snake struggle but the “harmless snake” actually bites the bird causing the bird to drop the snake in front of you. Now the snake is fully exposed right in front of your eyes and what does it do, it now bites you because as as the bird is a threat so too are you a potential threat but unlike the bird you still see the snake as harmless until you also get bitten. So I said the bird is teaching you not to see the small snake as entirely harmless. The bird attacks the snake for the third time after having bitten both of you and still the struggle goes on. In your last job, before you climbed the stairs you worked with snakes enough to know that small snakes don’t pose a real threat however after you climb to the staircase you still apply the same logic in the same old way but the behaviour of the bird now teaches you something new, that is in your new life journey you might consider that even small snakes can hide in short grass and still have the capacity to bite especially once they are exposed.",28-05-2021 11:35,160,569,,
1048,1721451638,"I was on a large flat shipping container type vessel, on a calm sea heading towards an unseen shore somewhere. I was on top of its load, which was a vast amount of hay. I sensed that a voice, of someone also not seen in the dream, had suggested that there would be goats at this place we were currently headed to, and I heard my own words as though dismissing this incorrect notion someone else had made - 'yet there were none there'.",30-04-2021 04:40,2,3,801639000000000,100005000000000,"Well you’re being shipped to the unknown with a stack of hay, to somewhere were ""you"" suppose there will be goats to feed this hay.* But there may not be*. Be careful with your overarching hopes for whatever you’re trying to sell that may not find an owner at the end. Perhaps it's just a little cautious warning against recklessness. Hope you find some place for all that hay.",28-05-2021 11:37,243,80, I was thinking/worrying about money/security in future when I drifted off. A scene from a dream I had while taking a nap today.,
1052,1721451638,"I was on a large flat shipping container type vessel, on a calm sea heading towards an unseen shore somewhere. I was on top of its load, which was a vast amount of hay. I sensed that a voice, of someone also not seen in the dream, had suggested that there would be goats at this place we were currently headed to, and I heard my own words as though dismissing this incorrect notion someone else had made - 'yet there were none there'.",30-04-2021 04:40,2,3,802296000000000,100001000000000,"The large flat shipping container type vessel is purposely designed to carry a large amount of products that can be loaded and unloaded quickly, perhaps the large ship represents and organization you are connected with, eg church, business etc. It sets out on a calm sea, suggesting that the opportune time is right to embark on this mission. You do have a destination but it’s on an unseen shore, somewhere. It’s not that you don’t know where you’re going because you do, it’s just at the moment unseen, and it’s not like it’s nowhere in fact it is somewhere, it is a real place you have set off towards. It’s the way you are getting there that is the question not how because we know how, it’s on the big ship, organization? You are sitting on top of the load because you are responsible to make sure this load of hay reaches its destination. The how you reach and arrive suggests it will be by faith. The supplies and transport you are already a part of but the journey into the destination is unseen suggesting it is a journey by faith. Notice the “voice” that you “sense” of someone not seen in the dream as compared to the “words” of your own dismissing this “suggestion”. Notice the battle going on in your mind? You have set out on a journey with a load of supplies/hay and you are responsible to see that it arrives safely at this unseen destination. But now doubt sets in as we see your senses making suggestions to you that it’s perhaps a waste of time because there’s only goats at your destination again suggesting it’s a waste of good supplies just for a population/ group of goats? This creates doubt and the thoughts are activated by fear. Let’s look at how you turn the battle, after you “sense” the “voice” you now “hear” “words” This is very different because your words are containers also and they contain faith and with this faith you dismiss the “incorrect notion” that “someone else had made” This is a battle going on in your mind you set out with confidence you set out with supplies for sheep and cattle because they are the ones who more likely feed on hay although goats eat hay they mainly forage not graze. So the doubt that someone is trying to place inside your head is that the group you are sending supplies to are not even worthy of the supplies/vast amount of nutritious food. You correct this foolish notion with words not senseless notions. You overcome your struggle to reach your destination where in fact where there are no goats. So then if you have reached your destination who then is the vast amount of hay/nutritious food for? We can identify the group since we know what animals eat hay and that is sheep and cattle rather than goats who are not there anyway.",28-05-2021 11:37,243,843,,
1054,547005626,"There were many who were living in the caves. I can't remember exactly why we all moved there, but it was to defend ourselves. The girl asked me to help find her female friend. I liked the girl, I was interested in her, she was friendly and pretty -\-\ it would be a pleasure to help her out. So we went inside the caves under the earth. As we went down under it became darker and darker, she started to become scared the deeper we went. I though that was cute, and started guiding her with more care. We arrived at a dark chamber, where many there lay sleeping on the floor. It was there between the many lying bodies that her friend was to be found. We approached them. Using my cellphone light to try and find her. I exclaimed to her silently ""there she is!"". She did not answer. Immediately I head an attack -\-\ she attacked the sleeping girl! It wasn't an innocent girl trying to find her friend, it was an assassination! I was shocked, and didn't know what to do, it was completely dark and she was armed with a knife. I was at that second hesitating, about to attack her.",29-04-2021 16:22,0,1,801436000000000,1721451638,"I find it interesting that people bring up dreams from so long ago, how they stay with us, and moreover, why they come back up into our consciousness at particular points in time so long after the dream. Did it just spring to mind, I guess? Or did something in particular prompt it can you recall? Interesting dream. I guess from a Jungian perspective the girl/s could be seen as your anima symbols, and the dark underground perhaps your deep unconscious. The surprise assassin is an interesting twist. I love how dreams, though supposedly coming from our own minds, can spin a story and lead us to a point without us suspecting what's about to happen, then surprise us! It's like they don't come from our self at all. If characters in dreams should be aspects of ourselves, then if the underground is the unconscious, the assassin motif leads me to consider a repellent/ repressed type behavior. A 'friend' being someone that they are related to, a repressed aspect of ourselves sure, symbolized as someone dormant, sleeping. I guess what you said at the start, that the people below ground, 'we were there to defend ourselves'. That too sounds like the way people judge against/ repress certain traits, as when people try to repress an aggressive side to survive in polite society.",28-05-2021 11:37,269,265,"A dream from a few years ago, I was thinking about it recently.",
1056,1721451638,"I was at the edge of a river. The river wasn't among greenery, nor in open landscape, but was enclosed, steeped up both sides, perhaps by rock, the other side was vertical as a wall, the side I was on sloped more gradually down to the waters edge. On the far side was a large wooden boat, its hull was standing tall many meters above the waters surface with many life size wooden figures on it like a carved sculpture, the boat was fixed in place, as were the wooden figures. To my right, on the side of the river I was on, was a much smaller boat, and again there were wooden figurines which where positioned in a line as though walking toward the direction of the front of the boat, again fixed still, inanimate, those towards the back of the procession were above the water level, those towards the front progressively submerged as though depicting them walking into and beneath the water. Perhaps they were not actually on the little boat, or perhaps the boat too was submerged at the front, I think the boat was on top of the water, but the procession of wooden figurines were walking into the river in front of the little boat. I noticed a woman unknown to me, who was wearing brown/red earthy colored clothes, and I sat down at the side of the river bank, sitting in the shallow water there, with a sense of some sexual connotation by doing so.",26-04-2021 00:34,1,1,799950000000000,780839497,"It strikes me as a comparison dream with the two sides of the river, the sloped vs the cliff, along with the small vs the large boat. So given what you say about low self worth I am guessing that you are comparing yourself to others to measure your own worth? But in so doing you are looking at still images - moments in time, the wooden still figure that doesn't take in the ""full slope"" of their being? You seem the at their peak, the cliff, the top, but not seeing their failures? The low points are submerged below the surface of the water while on your side you are seeing the whole slope, the dizzying highs, the terrifying lows, and the creamy middles. Earth girl is inviting you to mix with the water, seems alchemical in nature. Inviting to mix conscious and unconscious, or body and spirit? I find it confusing but hopefully you could make sense of that?",28-05-2021 11:37,374,183,"I seem to be randomly recalling previous dreams of previously forgotten throughout the days during lockdown at home alone. A number of my recent dreams feature friends from high school, and a general feeling of my own low sense of self worth, inadequacy, failing in life, not living up to my potential.",
1057,639384107,"I was washing at school. The job was to wash the floor and tear off the wallpaper. I had a painting of a pelican on a blue background, a bit amateurish, but very nice (as if a talented 16-year-old had painted it) and the image felt very important and radiated something beautiful and neutral. I washed and tore off strips of wallpaper in large layers, and suddenly I had the picture in my hands and put it up against the window to see it better, but then a tow came and sucked the picture under the window and straight into a van that was located below . I saw the mother in the van let her daughter hold it up in front of her to take a picture of it (to post on Facebook as a fantastic case, I thought) and excitedly I turned to my colleagues and said what had happened. They explained to me that I had to keep tearing strips off the wall, and that we were having a bad time, and that I should concentrate on removing the stickers.",25-04-2021 09:37,0,1,799964000000000,780839497,"To me this is all about trying to change the way you are looking at things (change the wallpaper). It seems like you have a pretty positive attitude and see things on this light, such as the amateurish artwork that you see beauty in - this is lost to you but you rejoice in it bringing joy to others. In sharing this point of view with others they seem to be not buoyed by this but try to bring you back to stripping you of this outlook?",28-05-2021 11:37,200,93,,
1058,5248331,"I was in a residential neighborhood and seeing a yellow dog. hanging out near me. it was some kind of an exotic variety. after that, I saw a lioness or some kind of large fenine. It came up to me. Me hand was in it's mouth and it was biting down. I understood that it was not to hurt me,. this was affectionate, so I sort of ""snuggled"" with it. In the dream, during this, I was thinking of when i grew up with house cat from my childhood that used to play-bite. I was vaguely conscious of other people watching this and i had communicated to them that the animal was only playing. While the feline tightened it's clamp on my hand/arm, though still not hurting, i still had the sense that thise thing could really do some damage on a whim, while I continued to snuggle.",25-04-2021 14:54,0,3,799084000000000,100001000000000,"Yellow Dog...what does yellow suggest to you. To me it could be craven, and dog, libido for a male. Lion would be ""pride"" , hand in mouth. don't bite the hand that feeds you.",28-05-2021 11:37,175,45,,
1059,5248331,"i dreamed last night of being in a residential neighborhood and seeing a yellow dog. hanging out near me. it was some kind of an exotic variety. after that, I saw a lioness or some kind of large fenine. It came up to me. Me hand was in it's mouth and it was biting down. I understood that it was not to hurt me,. this was affectionate, so I sort of ""snuggled"" with it. In the dream, during this, I was thinking of when i grew up with house cat from my childhood that used to play-bite. I was vaguely conscious of other people watching this and i had communicated to them that the animal was only playing. While the feline tightened it's clamp on my hand/arm, though still not hurting, i still had the sense that thise thing could really do some damage on a whim, while I continued to snuggle.",25-04-2021 14:54,0,3,799297000000000,100001000000000,"At first glance the dog is suggestive of mans best friend and even a helper, however we notice your dog is a yellow dog, suggesting a further meaning beyond just that of a friendly helper? the word you use to further describe your dog is ""exotic"" meaning; unusual and exciting because of coming from a far away especially a tropical country. So now we have an exciting and unusual dog who comes from far away and is naturally meant to be helpful and friendly to people in your neighborhood, we don't yet know if this dog has a bite to it? (maybe by now you know who the yellow dog is? The lioness meaning is the model for a woman, shes magnificent full of passion and beauty her presence is commanding and she protects her young. they are independent fierce loyal and brave and they are the primary hunters for their pride. As with the dog who is given a descriptive yellow colour the lioness also is given us further description. The biting down affectionately, without hurting you seems to be what a lioness would do to lovingly carry her young with her teeth without hurting them. The next thing we see is you snuggling into the lioness, shes a loving mother and you are her cub. but now we see that this fierce mother figure who is protective of her cubs and bites without hurting has your hand in its mouth. And yet she is not biting to hurt, she was affectionate. what is she doing? It does seem she is leading you? its possible that you have become a dog handler now your lioness is handling you in the right direction perhaps. you can be sure of this as compared with the exotic dog where you don't really know what to expect? the idea i get here is that i wouldn't be too trusting to allow the yellow dog to have your hand in its mouth? This affectionate scene reminds you of the house cat perhaps your real mother who used to do the same thing to play bite while all the while protecting you. You are conscious of other people watching, perhaps they think the treatment you are getting is over the top but you assure them its quite ok.A t the last we see the lioness tightening her grip on you you but still not hurting you. So here it is its a ""struggle"" for you and as you continue to struggle your lioness continues to tighten her hold on your arm. The yellow dog in your dream is supposed to be friendly and helpful however this dog has not displayed any of these loving attributes at all, unlike your lioness who has done a wonderful job of loving you and looking after you.",28-05-2021 11:37,175,518,,
1061,100009000000000,"My sister and my dog were in grave danger? I found my sister lying on the ground, conscious, and with feeling down her leg into her toes but unable to move with a ring of blood around her neck and no one would tell me what happened to her. Also my dog was in trouble and no where to be found. It’s back burner made me sad all day? / Simaltaneously made me grateful it wasn’t real all day.",26-04-2021 03:28,0,1,799955000000000,780839497,"I wonder could the sister represent a part of you that has been attacked or savaged by a ""best friend"" character? The blood around the throat sounds like a ""bloody"" issue based around communication; as a result the friend can't be found or has disappeared? Maybe that it's a sister rather than you that's attacked could be an unconscious part of you perhaps? But then again being your own dog the whole thing could be internal? Loyalty not being able to be found or something because of the injured communication issue?",28-05-2021 11:37,97,104,,
1090,1404120035,"Came to discover that I was being asked to participate in a wedding, and I came to find out that it was my wife, or someone like her, getting married at the church my ex-wife and I used to attend. There was an apartment full of my ex-wife and her siblings, but they weren’t her real siblings. They were in the process of moving out of the apartment. I was there, frantically going from person to person, trying to figure out what was going on. It seemed to everyone like the most natural thing in the world, and my vehement protest was viewed as outlandish and inappropriate. I was distraught and desperately tried to make them see. “What is going on!?” Then I was riding a horse through a sort of natural area, a national park. I saw that some belts had been discarded. I picked one up like a whip. I rode my horse downhill. It was hilly country, with grass and water and a view of a far distant country at a lower elevation. Then I was back at the apartment. There was a Asian person there, of ambiguous gender. I asked this person to come back to the bedroom with the aim of seducing them. They didn’t know what I wanted and they got uncomfortable and finally said “oh, for some reason I thought you wanted to...” then my ex-wife’s sister came back (but not the real one) and we looked out the back window to see that there was a small prototype fighter jet being worked on by a couple of people, a woman and some children. “Jet fuel?” I asked. “That would be your low-grade test fuel,” the sister replied matter-of-factly.",20-04-2021 05:02,0,2,796012000000000,100001000000000,"Nice to hear you had a wedding to attend, which may symbolise the integration of a complex into the psyche if which you have no conscious idea. If not already integrated and known , perhaps the relationships with ex and Asian point the way, and low grade jet fuel a slow process.",28-05-2021 11:38,338,56,,
1091,1404120035,"Came to discover that I was being asked to participate in a wedding, and I came to find out that it was my wife, or someone like her, getting married at the church my ex-wife and I used to attend. There was an apartment full of my ex-wife and her siblings, but they weren’t her real siblings. They were in the process of moving out of the apartment. I was there, frantically going from person to person, trying to figure out what was going on. It seemed to everyone like the most natural thing in the world, and my vehement protest was viewed as outlandish and inappropriate. I was distraught and desperately tried to make them see. “What is going on!?” Then I was riding a horse through a sort of natural area, a national park. I saw that some belts had been discarded. I picked one up like a whip. I rode my horse downhill. It was hilly country, with grass and water and a view of a far distant country at a lower elevation. Then I was back at the apartment. There was a Asian person there, of ambiguous gender. I asked this person to come back to the bedroom with the aim of seducing them. They didn’t know what I wanted and they got uncomfortable and finally said “oh, for some reason I thought you wanted to...” then my ex-wife’s sister came back (but not the real one) and we looked out the back window to see that there was a small prototype fighter jet being worked on by a couple of people, a woman and some children. “Jet fuel?” I asked. “That would be your low-grade test fuel,” the sister replied matter-of-factly.",20-04-2021 05:02,0,2,796083000000000,1721451638,"The marriage might relate to the royal marriage, the conjunction of opposites, opposite aspects of the psyche. The horse has been said by Jung to represent ones instincts. Unsure about the belts. The fighter jet maybe symbolizing the idea of getting above oneself, or perhaps an attempt at a higher consciousness/ higher Self.",28-05-2021 11:38,338,60,,
1096,100003000000000,"I was in the basement of my parents house, but different. It looked like when I was 6 years old, with lots of my old toys that had since been removed. There were also many TVs and electronics that were there that never had been. I had come down to work on them, but also to escape some rowdy party going on upstairs. A girl came down, who happened to be a girl I had a crush on back in high school, and she started talking to me. I did my best to ignore her and focus on my work, but I eventually started hesitantly talking back. Before I knew it, we were running around the basement, playing with toys, flinging ping pong balls at each other. We started to get closer and closer, though I kept my distance best I could. I began to desire her, and our lips kept getting closer, but I stopped myself each time because I knew she had a boyfriend. Two of her friends showed up, people I hadn’t gotten along with in real life, but got along fine with in the dream. Eventually i felt it was time to go, so I decided to say goodbye and end our game. One of my crush’s friends said to her, “would you like to steal a kiss before we go?” My crush looked at me, and we shared a soft peck on the lips. We paused, and then suddenly we were making out, and I was lifting her up in my arms and spinning her around. It was the happiest I’d been in a while. Then a voice said “time to go,” and I was sucked into darkness.",17-03-2021 12:12,0,2,777924000000000,100000000000000,"Seems like your subconscious is trying to tell you to be more assertive or confident. To take more action towards what you want and not be as hesitant. Is there anything you are not actively pursuing that you know you want to/should pursue? It doesn't necessarily have to be a girl. Maybe its time to go for that job promotion you've been thinking about? It sounds to me like your dream had a functional task to strengthen your memory of your childhood; perhaps important attitudes and perspectives that had been lost. You were down in the childhood basement avoiding the loud sound of the party upstairs and actively rewiring your connection to the past. This girl came up in the process and her less than friendly friends. You got to play with the old attraction and even repaired the uncomfortable discord with her friends, in a semi-lucid way, but that wasn't the primary purpose of the dream and had gone right to that sweet point of, ""enough"" and maybe ""on the edge of distraction"", so you were pulled up.",28-05-2021 11:38,357,71,I haven’t seen/spoken to the girls in the dream in years.,
1115,545227726,I was in my sisters house (which in my dream was my house) and a wolf walked in from a storm outside and I pretended to be asleep in the bed because I was afraid it would kill me. The wolf laid down and slept half on top of me. I remember the feeling of being afraid of the wolf despite it not doing anything threatening. I managed to wiggle my hand free and text my sister that I needed her to come and shoot this wolf. She came and shot the wolf dead.,10-04-2021 21:00,0,3,790848000000000,100005000000000,"The wolf sounds like it's acting like an ""elephant in the room"". Maybe there's something your subconscious wants you to address in your life or relationships that may be bothering but you don't want to address it directly.",28-05-2021 11:38,107,45,,
1116,545227726,I was in my sisters house (which in my dream was my house) and a wolf walked in from a storm outside and I pretended to be asleep in the bed because I was afraid it would kill me. The wolf laid down and slept half on top of me. I remember the feeling of being afraid of the wolf despite it not doing anything threatening. I managed to wiggle my hand free and text my sister that I needed her to come and shoot this wolf. She came and shot the wolf dead.,10-04-2021 21:00,0,3,790897000000000,100001000000000,"Wolves belong to a vast family and care for one another. I can only guess because I don’t know the dynamic but let’s look at a few things that might piece it together for you? It’s your sisters house the female wolves are what hold the vast family together since there is only one breeding pair.There’s a storm outside a tumultuous reaction, uproar or controversy. And from that storm/argument the perhaps disbanded wolf seeks refuge and comfort with you? You think the wolf wants to kill you? You know what’s going on because you are awake you only pretend to be asleep Eg not know what’s going on. You pretend to not know what’s going on because you are afraid. Afraid of what?From here it’s just a wild guess but is it possible that you somehow had something to do with this storm/ argument going on at your sisters house? You don’t want the injured wolf to know so you pretend you don’t know. You think he’s going to kill you but he’s not he’s looking for comfort for him and you “ he half lays on you” Again it’s hard to piece together but it seems that you don’t want to be accountable in this matter handing the wolf straight back to your sister this time we see the violent reaction of the storm in the final shooting of the wolf caught between 2 sisters??? I note that it is you that needed her your sister to shoot/ control this wolf? To shoot can mean to kill or wound. You should be able to work this out from here",28-05-2021 11:38,107,318,,
1185,100002000000000,"In my dream I saw a blonde girl. She was cute; not the most attractive person, but for some reason she appealed to me more than many beauties. She was dressed in a very simple way, her clothes were light blue and pink. She was a magician. She invited me to join a club she belonged to herself. In this club magicians could meet, talk, spend time together. I was tempted to join, but I was not ready to commit myself, because that would mean I'd have to attend the first meeting immediately, so I just said I would consider it for next time. She was slightly disappointed.",09-04-2021 03:40,0,3,790373000000000,100001000000000,"The Blonde girl is a magician illusionist, sorcerer, witch, enchanter, charmer, satanist, siren to name but a few. You say she was cute: attractive in a dainty way, appealing, delightful, charming. Acquired some cute mannerisms etc The blond girl is in fact a young woman this is what you find appealing, she’s not a Marilyn Monroe neither is she a dumb blonde( as the saying goes) but she is a young woman and innocent and the blonde hair represents her fair skin. To you you have found a woman untarnished by worldly living. She is appealing because with you she will continue to grow untainted such as the many beauties you refer to. These beauties also have many qualities such as shape, color or form that pleases the senses. Notice your young woman is fair this is what really appeals to you rather than exotic colors etc. You are not so much looking to please the outward senses rather you are looking for inner content and satisfaction. However in this case this young girl is a witch/ magician. Even the way she is dresses is not loud or outlandish, the colors are there but again they are fair colors again suggesting an innocence “she is dressed in a simple way” there are many meanings for the colors however the simplistic meaning may suggest this simple young woman is thinking of marriage and a family the blue for a boy the pink for a girl if this is the case then marriage and children appeal more to you than temporary relationships. She was a Magician, as described a witch an illusionist. This sweet young girl is casting her spell over you, beware! Now that she has got your attention she takes her next step, not to come home and meet the family, no, but to join her club, the Magicians club, it’s here where she wants to marry you in, beware again! She belonged to this club not just a member but “belonging”suggesting something far more e.g. a generational thing with rules and codes etc, a place to socialize with other like minded people to discuss methods to ply their trade. A place to “meet” this is what she wants a place to meet, a place to join to get her. YOU ARE TEMPTED to join. Please note very clearly your dream has turned from appealing to TEMPTATION. You were not ready because you were not ready to commit. You were tempted to just go there no strings attached. The strings of attachment on the first meeting would obviously mean having your name published in the membership and first of all learning the new magical skills as an induction process of which you probably don’t agree with. You said you would consider it the next time meaning that the temptation for the young woman is still there, unfortunately you can’t seperate the appealing young woman from the magical witch. She is a little disappointed meaning she will try again. BEWARE!",28-05-2021 11:39,125,1060,,
1232,100000000000000,"I had sliced 1-2 inch lines all over my body, slanting in random directions, and inserted fractions of leaves in each one. The idea was that this was important and should be done. I don't remember why. There was no blood or gore. Minimal pain. (I have been playing with an arrowhead and a plastic tablecloth the previous evening). The torn leaves were somewhat thinner than kaffir lime leaves. After they had set flat with my skin between its layers for some time, they were to be removed. And I started removing them by reopening the cuts, and using my fingernails to get a grip. I had removed them from my left side, when I took a break for some reason and thougt, ""I hope these don't heal into my right side"", though without real anxiety. There was nothing gory under the surface. Just slightly more intimate layers of skin. There was pain. I don't recall cutting or removing them from my neck or torso, but definitely my arms and legs.",18-03-2021 15:09,1,2,777778000000000,1721451638,"On the symbolism of the left and right side, I find it interesting that Jung has said the right side represents the unconscious. I'm not sure that gets you much closer to an interpretation of the dream, but it's one aspect that I'd say is a safe bet in its symbolic meaning.",28-05-2021 11:40,232,61,,
1234,100000000000000,"I had sliced 1-2 inch lines all over my body, slanting in random directions, and inserted fractions of leaves in each one. The idea was that this was important and should be done. I don't remember why. There was no blood or gore. Minimal pain. (I have been playing with an arrowhead and a plastic tablecloth the previous evening). The torn leaves were somewhat thinner than kaffir lime leaves. After they had set flat with my skin between its layers for some time, they were to be removed. And I started removing them by reopening the cuts, and using my fingernails to get a grip. I had removed them from my left side, when I took a break for some reason and thougt, ""I hope these don't heal into my right side"", though without real anxiety. There was nothing gory under the surface. Just slightly more intimate layers of skin. There was pain. I don't recall cutting or removing them from my neck or torso, but definitely my arms and legs.",18-03-2021 15:09,1,2,778007000000000,100007000000000,"You seek relief from the discomfort caused by your asymmetry: the oblique adhesions in the connective tissue under your skin that have formed over time from the angular holding pattern of a strength differential between your left and right hip and shoulder. The frustration you feel towards western medicine for its failure to address the body as a mechanical device-\-\a pressurized free-standing structure under gravity-\-\draws you ever towards natural healing techniques. Though you have been taking some steps in this direction through postural focus, your unconscious is telling you that your attempts are not in fact strengthening your weak left side but instead are further strengthening your overbearing right. The way forward is to first learn to disengage old habits of movement before implementing new patterns. You can find the text of FM Alexander's 'Man's Supreme Inheritance' easily online; it is public domain. But if you desire to consult a shaman in this matter, one is readily available.",28-05-2021 11:40,232,171,,
1271,592867036,"I'm driving a car in a world I am familiar with, it's a video game world, more specifically the Grand Theft Auto world. (I’ve never really played the game by the way, IF I played it, my time was spent driving around legally, not even speeding. So it’s safe to say I haven’t really played it) I realize the cops are chasing me, no small amount of cops, cars and policemen on foot. I'm an evil man (woman in real life btw which is interesting as well), a criminal. I drive fast and recklessly and I’m running through several doors, up and down stairs….Soon I've gotten rid of the cops, they're not after me anymore. I'm in an empty house that’s still being built, it’s basically still just an iron structure (similar to the one in The Dark Knight when Batman and Joker battle)…I'm not alone, Aragorn (Lord of the Rings) is there fighting me and he has a sword, I also have a sword. We are hanging on iron pillars and fencing. I get a hold of his sword and I kick him off the building, I watch him fall while I hang there. When he hits the ground I look up at the building, there I see millions of faces / heads on the building - like manikin heads. I instantly know it’s me, my face, but instead of it being my own real life face, I'm the Joker (Joker 2020 version) with a disgusting grin on its face.",14-03-2021 15:17,1,9,775722000000000,100001000000000,"You are not the villain! However your dream is simply giving you a view of what might be going on within you at this time. You say it’s a nightmare for you and right from the start we understand that your dream is giving you a glimpse into what you normally wouldn’t perceive since the suggestion is this part of your life is in darkness but what is now revealed by your dream at first seems frightening simply because you previously could not see/perceive it. Before we start it would be helpful to understand from my perspective that we all experience inner conflict.  Look at this, another law, another way, waging war against you waging war against your mind with the purpose of taking you captive. This happens to us all through temptation to various things which we should know better. Looking at your dream again we see your villain is running away from the heroes, he’s been caught out now whereas before he/she was lurking in the unseen darkness gently deceiving you at first but now your dream has exposed the villain within and he’s on the run, he wants to hide from all this light you are subjecting him to, but he can’t because you’ve reached a point where you are determined to chase down this villain. So on one hand your villain is become exposed on the other hand you are not comfortable at realizing there is actually a villain lurking within whose purpose is to bring you into captivity and steal your vehicle. Now you realize that you must actively engage to take this villain into your captivity, reign him in!  The car here is probably your outward every Day body/vehicle and you are a driven type of person seems obvious. You have the drive to go forward in your immediate world whatever that is eg business/ sports whatever? You are driven! In your dream your world identifies with grand theft auto? From memory elite vehicles have been shopped and stolen for a specific customer who really likes and want that style of vehicle, they are willing to pay for it. Here’s the thing, it does seem like you are an elite person of sorts your vehicle holds a special place of interest designed to move fast in the company of elite vehicles similar to yourself. You have perfected the design and you are now sought after by others within your familiar life. But now we see the villain entering in to steal away your vehicle just like in grand theft auto where the owner has perfected his ability to design his life the way he wants and make his vehicle streamlined to suit his own particular purpose only to find to his dismay the villain the thief who has done no such work but simply comes along to steal your car, your streamlined vehicle that was designed by you to suit a specific purpose. So now we can see you as the hero and the villain, the hero as one who puts in all the design work and produces a streamlined vehicle and you also as the villain want into to steal the car away simply to sell it to the highest bidder (grand theft auto) You are perhaps young and don’t understand this concept, your streamlined vehicle was made that way by vigilant had work according to the law of your mind. The villain is the thief who see’s the beautiful vehicle and has done nothing to make it great and elite and simply steals it from you. So far your dream is showing you to take good care of the vehicle you have produced because the thief is always looking to steal it from you. You are not the thief as you so describe yourself “ you do not normally speed etc because you are a careful and thoughtful and you don’t break the law you are not not reckless with your vehicle, each of us need to at some time need to contend. with this situation because we are so given to conditioning ourselves we don’t notice other thoughts creeping in, and this I bother thief creeps into your life, while you are busy conditioning yourself you don’t notice him gradually sneaking in. By stealing your vehicle (GTA) he will only destroy what you have created. Here we see your villain warring against your good mind trying to derail you and eventually sell your vehicle for gain rather than use it for what you originally designed it for.
Your villain now realises the cops (your conscience) are chasing him up, that’s why he’s running, he’s a thief and he’s stealing your vehicle and as all good cars have an anti theft device so too does your conscience alert you to the attempted theft of your streamlined vehicle.you understand a criminal act is in progress you are alerted by your cops, police etc friends groups etc something is not right something criminal is taking place?
You are not a criminal you are not reckless but now the criminal within you must remember does not live by the same laws as you live by, remember he is lurking in the darkness and warring against your good mind and he’s waiting for an opportunity to steal your good work.
Your villain is criminally minded that is he breaks all the good laws that you abide by. He manages to elude you through doors and up and down stairs.. perhaps the doors he runs to escape are doors you unwitting opened and now he is using them to escape from you.the stairs you climbed the highs and the lows you’ve battled through he is now using them to his advantage.",28-05-2021 11:40,695,981,"Most times when I have a nightmare I am running away from evil, or in some other way trying to escape evil. This time I was evil running away from heroes. I loved the Joker 2020 movie.","I wake up and I do not want to fall asleep again, I escaped, I won, but I'm evil."
